alliance_name,constituency_id,constituency_name,Candidate,Party,State,Total Independent Candidates,Total Votes (Cr),Sum of total_votes,Vote % of India,Sum of vote_share
Others,24,Kolkata Uttar,AMAL KUMAR DEY,Independent,West Bengal,1,0.00 Cr,591,1,0.06
Others,26,Uluberia,AMAL KUMAR DEYATI,Bharatiya Nyay-Adhikar Raksha Party,West Bengal,,0.00 Cr,5451,1,0.39
Others,8,Maldaha Dakshin,AMAL KUMAR RABIDAS,Independent,West Bengal,1,0.00 Cr,3271,1,0.24
Others,7,Ludhiana,AMANDEEP SINGH,Sehajdhari Sikh Party,Punjab,,0.00 Cr,987,1,0.09
Others,11,Bathinda,AMANDEEP SINGH,Independent,Punjab,1,0.00 Cr,1148,1,0.1
Others,12,Sangrur,AMANPREET SINGH,Independent,Punjab,1,0.00 Cr,1693,1,0.17
Others,2,Amritsar,AMANPREET SINGH MAHADIPUR,Independent,Punjab,1,0.00 Cr,2362,1,0.26
Others,22,Palghar,AMAR KISAN KAVALE,Independent,Maharashtra,1,0.00 Cr,9821,1,0.71
Others,36,Shirur,AMAR MACHINDRA BORHADE,Independent,Maharashtra,1,0.00 Cr,888,1,0.06
Others,22,Etah,AMAR SINGH,Independent,Uttar Pradesh,1,0.00 Cr,615,1,0.06
Others,39,Pratapgarh,AMAR SINGH,Independent,Uttar Pradesh,1,0.00 Cr,4138,1,0.44
Others,40,Farrukhabad,AMAR SINGH,Bharatiya Rashtriya Morcha,Uttar Pradesh,,0.00 Cr,3358,1,0.32
Others,60,Domariyaganj,AMAR SINGH CHAUDHARY,Aazad Samaj Party (Kanshi Ram),Uttar Pradesh,,0.01 Cr,81305,1,7.98
Others,4,Nainital-Udhamsingh Nagar,AMAR SINGH SAINI,Peoples Party of India (Democratic),Uttarakhand,,0.00 Cr,2987,1,0.24
Others,5,SIKAR,AMARCHAND,Bahujan Samaj Party,Rajasthan,,0.00 Cr,8619,1,0.66
Others,6,Raichur,AMARESH,Independent,Karnataka,1,0.00 Cr,4465,1,0.34
Others,22,Ujiarpur,AMARESH RAY,Independent,Bihar,1,0.00 Cr,2143,1,0.21
Others,6,Moradabad,AMARJEET SINGH JATAV,Independent,Uttar Pradesh,1,0.00 Cr,952,1,0.07
Others,13,Patiala,AMARJIT SINGH JAGDE RAHO,Jan Janwadi Party,Punjab,,0.00 Cr,1992,1,0.17
Others,12,Nagarkurnool,AMARNATH,India Praja Bandhu Party,Telangana,,0.00 Cr,3709,1,0.3
Others,8,RAIPUR,AMARNATH CHANDRAKAR,Independent,Chhattisgarh,1,0.00 Cr,1608,1,0.1
Others,40,Asansol,AMARNATH CHOWDHURY,Socialist Unity Centre Of India (COMMUNIST),West Bengal,,0.00 Cr,4358,1,0.33
Others,13,Guntur,AMARTHALURI VENKATESWARA RAO.,Marxist Communist Party of India (United),Andhra Pradesh,,0.00 Cr,312,1,0.02
Others,7,Bidar,AMBADAS SOPANRAO HULSURE,Bahujan Bharat Party,Karnataka,,0.00 Cr,5302,1,0.43
Others,15,Hingoli,AMBADAS SUKAJI GADE,Independent,Maharashtra,1,0.00 Cr,14742,1,1.27
Others,13,Guntur,AMBATI CHALAMAIAH,Pyramid Party of India,Andhra Pradesh,,0.00 Cr,1031,1,0.07
Others,18,Agra,AMBEDAKARI HASANURAM AMBEDAKARI,Independent,Uttar Pradesh,1,0.00 Cr,933,1,0.08
Others,15,SALEM,AMBEDKAR C,Ambedkarite Party of India,Tamil Nadu,,0.00 Cr,961,1,0.07
Others,6,Akola,AMBEDKAR PRAKASH YASHWANT,Vanchit Bahujan  Aaghadi,Maharashtra,,0.03 Cr,276747,1,23.59
Others,21,Mysore,AMBEDKAR. C. J,Independent,Karnataka,1,0.00 Cr,835,1,0.06
Others,9,Hyderabad,AMBI HANUMANTH RAO,Socialist Party (India),Telangana,,0.00 Cr,162,1,0.01
Others,24,TIRUCHIRAPPALLI,AMBIVENKATESAN,Independent,Tamil Nadu,1,0.00 Cr,978,1,0.09
Others,15,Warangal,AMBOJU BUDDAIAH,Alliance of Democratic Reforms Party,Telangana,,0.00 Cr,11115,1,0.88
Others,12,Nagarkurnool,AMBOJU RAVI,Alliance of Democratic Reforms Party,Telangana,,0.00 Cr,12554,1,1.03
Others,2,Peddapalle,AMBOJU SUMALATHA,Alliance of Democratic Reforms Party,Telangana,,0.00 Cr,3783,1,0.35
Others,34,Pune,AMBORE MANJUNATH MARUTI,Independent,Maharashtra,1,0.00 Cr,433,1,0.04
Others,54,Faizabad,AMBRISH DEV GUPTA,Bharat Mahaparivar Party,Uttar Pradesh,,0.00 Cr,2218,1,0.19
Others,3,Bagalkot,AMBROSE D' MELLO,Independent,Karnataka,1,0.00 Cr,1205,1,0.09
Others,14,NAGAUR,AMEEN KHAN,Independent,Rajasthan,1,0.00 Cr,4463,1,0.36
Others,2,SRINAGAR,AMIN DAR,Independent,Jammu and Kashmir,1,0.00 Cr,996,1,0.15
Others,9,Nagaon,AMINUL ISLAM,All India United Democratic Front,Assam,,0.01 Cr,137340,1,8.86
Others,2,SRINAGAR,AMIR AHMAD BHAT,Democratic Progressive Azad Party,Jammu and Kashmir,,0.00 Cr,15104,1,2.24
Others,10,Chevella,AMIR SAJID,Independent,Telangana,1,0.00 Cr,228,1,0.01
Others,14,Bhongir,AMIREDDY KIRAN REDDY,Independent,Telangana,1,0.00 Cr,541,1,0.04
Others,1,Gurdaspur,AMIT AGGARWAL,Independent,Punjab,1,0.00 Cr,924,1,0.09
Others,3,East Delhi,AMIT GUPTA,Independent,NCT OF Delhi,1,0.00 Cr,360,1,0.03
Others,8,ALWAR,AMIT GUPTA,Independent,Rajasthan,1,0.00 Cr,1389,1,0.11
Others,4,Raver,AMIT HARIBHAU KOLTE,Independent,Maharashtra,1,0.00 Cr,981,1,0.08
Others,4,UDHAMPUR,AMIT KUMAR,Bahujan Samaj Party,Jammu and Kashmir,,0.00 Cr,8642,1,0.78
Others,30,Patna Sahib,AMIT KUMAR ALBELA,Independent,Bihar,1,0.00 Cr,2053,1,0.19
Others,34,Sasaram,AMIT KUMAR AMBEDKAR,Bahujan Mukti Party,Bihar,,0.00 Cr,2834,1,0.26
Others,15,Barrackpur,AMIT KUMAR CHOUBEY,Independent,West Bengal,1,0.00 Cr,721,1,0.06
Others,4,Chatra,AMIT KUMAR SINGH,Independent,Jharkhand,1,0.00 Cr,31991,1,2.94
Others,6,West Delhi,AMIT KUMAR SINGH,Rashtriya Suraksha Party,NCT OF Delhi,,0.00 Cr,574,1,0.04
Others,2,KURUKSHETRA,AMIT MALIK,Independent,Haryana,1,0.00 Cr,1506,1,0.12
Others,3,GWALIOR,AMIT PARIHAR,Independent,Madhya Pradesh,1,0.00 Cr,883,1,0.07
Others,32,Raigad,AMIT SHRIPAL KAWADE,Independent,Maharashtra,1,0.00 Cr,5634,1,0.56
Others,24,Kalyan,AMIT UPADHYAY,Right to Recall Party,Maharashtra,,0.00 Cr,4205,1,0.4
Others,64,Gorakhpur,AMITA BHARATI,Independent,Uttar Pradesh,1,0.00 Cr,1364,1,0.12
Others,5,Guwahati,AMITABH SARMA,Ekam Sanatan Bharat Dal,Assam,,0.00 Cr,7527,1,0.47
Others,42,Birbhum,AMIY GHOSH,Independent,West Bengal,1,0.00 Cr,11958,1,0.78
Others,65,Kushi Nagar,AMIY UPADHYAY,Independent,Uttar Pradesh,1,0.00 Cr,2433,1,0.23
Others,9,Hyderabad,AMJAD KHAN,Independent,Telangana,1,0.00 Cr,196,1,0.02
Others,14,Yavatmal- Washim,AMOL KOMAWAR,Hindrashtra Sangh,Maharashtra,,0.00 Cr,3377,1,0.28
Others,43,Madha,AMOL MADHUKAR KARADE,Independent,Maharashtra,1,0.00 Cr,903,1,0.07
Others,41,Latur,AMOL MALU HANMANTE,Independent,Maharashtra,1,0.00 Cr,1099,1,0.09
Others,21,Nashik,AMOL SAMPATRAO KAMBLE,Rashtriya Kisan Bahujan Party,Maharashtra,,0.00 Cr,4997,1,0.4
Others,36,Shirur,AMOL VILAS PACHUNDKAR,Independent,Maharashtra,1,0.00 Cr,2388,1,0.17
Others,37,Ahmednagar,AMOL VILAS PACHUNDKAR,Independent,Maharashtra,1,0.00 Cr,5493,1,0.41
Others,5,SIKAR,AMRARAM,Communist Party of India  (Marxist),Rajasthan,,0.07 Cr,659300,1,50.68
Others,38,Gaya,AMRESH KUMAR,Independent,Bihar,1,0.00 Cr,2821,1,0.29
Others,71,Salempur,AMRESH THAKUR,Independent,Uttar Pradesh,1,0.00 Cr,2156,1,0.24
Others,9,Faridkot,AMRIK SINGH,Independent,Punjab,1,0.00 Cr,1414,1,0.14
Others,4,KORBA,AMRIKA KARPE,Independent,Chhattisgarh,1,0.00 Cr,2232,1,0.18
Others,4,Jalandhar,AMRISH BHAGAT,Independent,Punjab,1,0.00 Cr,1184,1,0.12
Others,24,Kalyan,AMRISH RAJ MORAJKAR,Independent,Maharashtra,1,0.00 Cr,2620,1,0.25
Others,12,SHAHDOL,AMRIT LAL SINGH UIKEY,Peoples Party of India (Democratic),Madhya Pradesh,,0.00 Cr,4722,1,0.41
Others,27,Banka,AMRIT TANTI,Bhartiya Dalit Party,Bihar,,0.00 Cr,9670,1,0.95
Others,23,Samastipur,AMRITA KUMARI,Independent,Bihar,1,0.00 Cr,2852,1,0.26
Others,3,Khadoor Sahib,AMRITPAL SINGH,Independent,Punjab,1,0.04 Cr,404430,1,38.62
Others,7,Ludhiana,AMRITPAL SINGH CHHANDRAN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Punjab,,0.00 Cr,18241,1,1.72
Others,18,Kurnoolu,AMRUTH KUMAR SALKAPURAM,Liberation Congress Party,Andhra Pradesh,,0.00 Cr,783,1,0.06
Others,18,Chitradurga,AMRUTH RAJA.,Independent,Karnataka,1,0.00 Cr,834,1,0.06
Others,4,Mahesana,AMRUTLAL MAKWANA,Bahujan Samaj Party,Gujarat,,0.00 Cr,9874,1,0.92
Others,2,CHENNAI NORTH,AMUDINI,Naam Tamilar Katchi,Tamil Nadu,,0.01 Cr,95954,1,10.63
Others,3,Barpeta,AMZAD ALI,Republican Party of India (Athawale),Assam,,0.00 Cr,2679,1,0.16
Others,13,Davanagere,ANABERU THIPPESWAMY,Socialist Unity Centre Of India (COMMUNIST),Karnataka,,0.00 Cr,849,1,0.06
Others,9,Narsapuram,ANAND CHANDULAL JASTI,Independent,Andhra Pradesh,1,0.00 Cr,2726,1,0.22
Others,3,JANJGIR-CHAMPA,ANAND GILHARE,Independent,Chhattisgarh,1,0.00 Cr,2877,1,0.21
Others,5,Sitamarhi,ANAND KUMAR,Independent,Bihar,1,0.00 Cr,1796,1,0.16
Others,8,BHIWANI-MAHENDRAGARH,ANAND KUMAR,Bharatheeya Jawan Kisan Party,Haryana,,0.00 Cr,1668,1,0.14
Others,12,Ghaziabad,ANAND KUMAR,Rashtra Nirman Party,Uttar Pradesh,,0.00 Cr,1178,1,0.08
Others,9,KRISHNAGIRI,ANAND KUMAR A,Independent,Tamil Nadu,1,0.00 Cr,1160,1,0.1
Others,62,Sant Kabir Nagar,ANAND KUMAR GAUTAM,Independent,Uttar Pradesh,1,0.00 Cr,1850,1,0.17
Others,15,PALI,ANAND KUMAR PARIHAR,Independent,Rajasthan,1,0.00 Cr,1335,1,0.1
Others,39,Nawada,ANAND KUMAR VERMA,Bharat Jan Jagran Dal,Bihar,,0.00 Cr,7736,1,0.89
Others,64,Gorakhpur,ANAND KUMAR YADAV ALIAS ANAND KUMAR FAUJI,Bharatheeya Jawan Kisan Party,Uttar Pradesh,,0.00 Cr,4955,1,0.43
Others,33,Buxar,ANAND MISHRA S/O- PARAM HANS MISHRA,Independent,Bihar,1,0.00 Cr,47409,1,4.42
Others,9,Jamshedpur,ANAND MUKHI,Independent,Jharkhand,1,0.00 Cr,6352,1,0.5
Others,15,Hingoli,ANAND RAJARAM DHULE,Independent,Maharashtra,1,0.00 Cr,9817,1,0.85
Others,45,Satara,ANAND RAMESH THORWADE,Bahujan Samaj Party,Maharashtra,,0.00 Cr,6485,1,0.54
Others,1,Andaman & Nicobar Islands,ANAND RAMNATH ARLEKAR,Independent,Andaman & Nicobar Islands,1,0.00 Cr,342,1,0.17
Others,24,TIRUCHIRAPPALLI,ANAND SELVARAJ,Independent,Tamil Nadu,1,0.00 Cr,1178,1,0.11
Others,44,Sangli,ANAND SHANKAR NALAGE,Baliraja Party,Maharashtra,,0.00 Cr,3540,1,0.3
Others,5,Gulbarga,ANAND SINNUR,Independent,Karnataka,1,0.00 Cr,1280,1,0.1
Others,5,BILASPUR,ANAND URAWAN,Independent,Chhattisgarh,1,0.00 Cr,5898,1,0.43
Others,17,Khammam,ANANDA PRASAD KASINA,Pyramid Party of India,Telangana,,0.00 Cr,718,1,0.06
Others,1,Nandurbar,ANANDA SUKALAL KOLI,Bahujan Samaj Party,Maharashtra,,0.00 Cr,10644,1,0.76
Others,25,PERAMBALUR,ANANDARAJU R,Independent,Tamil Nadu,1,0.00 Cr,1015,1,0.09
Others,16,JODHPUR,ANANDARAM URF ANAND CHAUHAN,Aazad Samaj Party (Kanshi Ram),Rajasthan,,0.00 Cr,3680,1,0.27
Others,9,Surendranagar,ANANDBHAI PACHANBHAI RATHOD,Independent,Gujarat,1,0.00 Cr,1249,1,0.11
Others,20,COIMBATORE,ANANDHAKUMAR S,Rashtriya Samaj Paksha,Tamil Nadu,,0.00 Cr,419,1,0.03
Others,7,Amravati,ANANDRAJ YASHWANT AMBEDKAR,Republican Sena,Maharashtra,,0.00 Cr,18793,1,1.6
Others,48,Hatkanangale,ANANDRAO TUKARAM THORAT,Independent,Maharashtra,1,0.00 Cr,3499,1,0.27
Others,48,Hatkanangale,ANANDRAO VASANTRAO SARNAIK (FOUJI BAPU),Independent,Maharashtra,1,0.00 Cr,4955,1,0.38
Others,32,Raigad,ANANT BALOJI GITE,Independent,Maharashtra,1,0.00 Cr,3515,1,0.35
Others,32,Raigad,ANANT PADMA GITE,Independent,Maharashtra,1,0.00 Cr,2040,1,0.2
Others,8,Silchar,ANANTA MOHAN ROY,Independent,Assam,1,0.00 Cr,3143,1,0.29
Others,23,KARUR,ANBAZHAGAN. T,Independent,Tamil Nadu,1,0.00 Cr,339,1,0.03
Others,4,CHENNAI CENTRAL,ANBAZHAGAN.G,Independent,Tamil Nadu,1,0.00 Cr,3186,1,0.44
Others,19,NILGIRIS,ANBHUGURU V,Independent,Tamil Nadu,1,0.00 Cr,565,1,0.06
Others,24,TIRUCHIRAPPALLI,ANBIN AMUDHAN. R,Independent,Tamil Nadu,1,0.00 Cr,1498,1,0.14
Others,22,DINDIGUL,ANBUROSE D,Independent,Tamil Nadu,1,0.00 Cr,1012,1,0.09
Others,9,Hyderabad,ANDE USHA KANNA,Bahujan Mukti Party,Telangana,,0.00 Cr,133,1,0.01
Others,40,Osmanabad,ANDHALKAR BHAUSAHEB RAOSAHEB,Vanchit Bahujan  Aaghadi,Maharashtra,,0.00 Cr,33402,1,2.61
Others,11,Mahbubnagar,ANDHARI ANJAIAH,Independent,Telangana,1,0.00 Cr,1675,1,0.14
Others,8,Secunderabad,ANDRAPU SUDARSHAN,Independent,Telangana,1,0.00 Cr,315,1,0.03
Others,4,Visakhapatnam,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,Andhra Pradesh,,0.00 Cr,1109,1,0.08
Others,1,Kasaragod,ANEESH PAYYANNUR,Independent,Kerala,1,0.00 Cr,759,1,0.07
Others,11,Mahbubnagar,ANEESUR RAHMAN,Bahujan Mukti Party,Telangana,,0.00 Cr,503,1,0.04
Others,9,BHARATPUR,ANEETA,Independent,Rajasthan,1,0.00 Cr,5119,1,0.45
Others,9,Jamshedpur,ANGAD MAHATO,Amra Bangalee,Jharkhand,,0.00 Cr,4925,1,0.39
Others,8,Maldaha Dakshin,ANGSHUDHAR MANDAL,Socialist Unity Centre Of India (COMMUNIST),West Bengal,,0.00 Cr,1189,1,0.09
Others,22,DINDIGUL,ANGUCHAMY M,Independent,Tamil Nadu,1,0.00 Cr,1290,1,0.11
Others,16,Vaishali,ANIKET RAJ,Rashtriya Samaj Paksha,Bihar,,0.00 Cr,2025,1,0.17
Others,20,RAJGARH,ANIL,Independent,Madhya Pradesh,1,0.00 Cr,1418,1,0.1
Others,22,UJJAIN,ANIL,Independent,Madhya Pradesh,1,0.00 Cr,981,1,0.07
Others,43,Madha,ANIL BHAGAVAN SHEDAGE,Independent,Maharashtra,1,0.00 Cr,982,1,0.08
Others,31,Patliputra,ANIL DAS,Bhartiya Dalit Party,Bihar,,0.00 Cr,1469,1,0.12
Others,15,Hingoli,ANIL DEVRAO MOHITE,Akhil Bhartiya Parivar Party,Maharashtra,,0.00 Cr,3374,1,0.29
Others,20,Dindori,ANIL GAWALIRAM BARDE,Independent,Maharashtra,1,0.00 Cr,6441,1,0.52
Others,6,Medak,ANIL GOUD,Bharat Jodo Party,Telangana,,0.00 Cr,2132,1,0.15
Others,20,RAJGARH,ANIL JAIN,Independent,Madhya Pradesh,1,0.00 Cr,3089,1,0.22
Others,14,Yavatmal- Washim,ANIL JAYRAM RATHOD,Samnak Janta Party,Maharashtra,,0.01 Cr,56390,1,4.6
Others,2,Amritsar,ANIL JOSHI,Shiromani Akali Dal,Punjab,,0.02 Cr,162896,1,17.99
Others,8,Wardha,ANIL K. GHUSHE,Independent,Maharashtra,1,0.00 Cr,1971,1,0.18
Others,33,Buxar,ANIL KUMAR,Bahujan Samaj Party,Bihar,,0.01 Cr,114714,1,10.68
Others,79,Mirzapur,ANIL KUMAR,Eklavya Samaj Party,Uttar Pradesh,,0.00 Cr,6171,1,0.56
Others,16,Mahabubabad,ANIL KUMAR BODA,Independent,Telangana,1,0.00 Cr,6431,1,0.58
Others,31,Patliputra,ANIL KUMAR CHAND,Socialist Unity Centre Of India (COMMUNIST),Bihar,,0.00 Cr,1424,1,0.12
Others,14,Bhongir,ANIL KUMAR GADEPAKA,Independent,Telangana,1,0.00 Cr,393,1,0.03
Others,15,Warangal,ANIL KUMAR GADEPAKA,Independent,Telangana,1,0.00 Cr,4486,1,0.35
Others,12,Vijayawada,ANIL KUMAR MADDINENI,Independent,Andhra Pradesh,1,0.00 Cr,1240,1,0.09
Others,17,Khammam,ANIL KUMAR MADDINENI,Independent,Telangana,1,0.00 Cr,693,1,0.06
Others,4,SHIMLA,Anil Kumar Manget,Bahujan Samaj Party,Himachal Pradesh,,0.00 Cr,6500,1,0.67
Others,14,Narsaraopet,ANIL KUMAR POLUBOINA,Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,,0.06 Cr,648267,1,43.23
Others,54,Faizabad,ANIL KUMAR RAVAT,Rashtriya Janshakti Samaj Party,Uttar Pradesh,,0.00 Cr,1638,1,0.14
Others,58,Shrawasti,ANIL KUMAR TIWARI,Independent,Uttar Pradesh,1,0.00 Cr,1514,1,0.14
Others,8,RAIPUR,ANIL MAHOBIA,Right to Recall Party,Chhattisgarh,,0.00 Cr,2916,1,0.18
Others,3,JANJGIR-CHAMPA,ANIL MANHAR,Hamar Raj Party,Chhattisgarh,,0.00 Cr,5780,1,0.42
Others,17,Parbhani,ANIL MANIKRAO MUDGALKAR,Independent,Maharashtra,1,0.00 Cr,3533,1,0.27
Others,4,Raver,ANIL PITAMBAR WAGH (SIR),Independent,Maharashtra,1,0.00 Cr,2278,1,0.19
Others,17,Gopalganj,ANIL RAM,Independent,Bihar,1,0.00 Cr,13002,1,1.22
Others,9,Hyderabad,ANIL SEN,Independent,Telangana,1,0.00 Cr,111,1,0.01
Others,12,SHAHDOL,ANIL SINGH DHURVEY,Gondvana Gantantra Party,Madhya Pradesh,,0.00 Cr,35278,1,3.06
Others,7,Amravati,ANIL THAWARE ALIAS DR. ANILKUMAR NAGBUDDHA,Independent,Maharashtra,1,0.00 Cr,1206,1,0.1
Others,2,Dumka,ANIL TUDU,Lokhit Adhikar Party,Jharkhand,,0.00 Cr,6818,1,0.58
Others,15,Bhavnagar,ANILBHAI NARENDRABHAI CHAVDA,Swatantrata Abhivyakti Party,Gujarat,,0.00 Cr,7619,1,0.73
Others,20,Vadodara,ANILBHAI SHARMA,Hindrashtra Sangh,Gujarat,,0.00 Cr,3453,1,0.28
Others,5,BILASPUR,ANILESH MISHRA (MAHARAJ),Independent,Chhattisgarh,1,0.00 Cr,5376,1,0.39
Others,5,Zahirabad,ANILKUMAR GALI,Bharat Rashtra Samithi,Telangana,,0.02 Cr,172078,1,13.92
Others,5,Sabarkantha,ANILKUMAR NIRANJANKUMAR MUNDADA,Log Party,Gujarat,,0.00 Cr,5247,1,0.41
Others,8,Ahmedabad West,ANILKUMAR VASANTBHAI VAGHELA,Bahujan Samaj Party,Gujarat,,0.00 Cr,9600,1,0.99
Others,3,Karimnagar,ANILREDDY KADTHALA,National Nava Kranthi Party,Telangana,,0.00 Cr,2754,1,0.21
Others,10,Kaziranga,ANIMA DEKA GUPTA,Voters Party  International,Assam,,0.00 Cr,8673,1,0.53
Others,7,Dhanbad,ANINDITA DAS,Independent,Jharkhand,1,0.00 Cr,2674,1,0.19
Others,34,Medinipur,ANINDITA JANA,Socialist Unity Centre Of India (COMMUNIST),West Bengal,,0.00 Cr,9791,1,0.66
Others,26,Pilibhit,ANIS AHMED KHAN (PHOOL BABU),Bahujan Samaj Party,Uttar Pradesh,,0.01 Cr,89697,1,7.73
Others,34,Pune,ANIS ARASHID SUNDAKE,All India Majlis-E-Ittehadul Muslimeen,Maharashtra,,0.00 Cr,860,1,0.08
Others,21,Diamond harbour,ANISUR RAHAMAN SK,Independent,West Bengal,1,0.00 Cr,1159,1,0.08
Others,7,Malkajgiri,ANITHA REDDY SHEELAM,Bahujan Samaj Party,Telangana,,0.00 Cr,4779,1,0.25
Others,13,Nalgonda,ANJAIAH VIRIGINENI,Bahujan Samaj Party,Telangana,,0.00 Cr,7177,1,0.55
Others,23,Thirupathi(SC),ANJAIAH.P,Republican Party of India (A),Andhra Pradesh,,0.00 Cr,3666,1,0.27
Others,3,GWALIOR,ANJALI MONU RAWAT,Parivartan Party of India,Madhya Pradesh,,0.00 Cr,1279,1,0.1
Others,34,Medinipur,ANJAN (BABALU) MANDAL,Bahujan Samaj Party,West Bengal,,0.00 Cr,6503,1,0.44
Others,7,Bhadrak,ANJAN DAS,Ambedkarite Party of India,Odisha,,0.00 Cr,3517,1,0.27
Others,15,Barrackpur,ANJAN GOSWAMI,Bharatiya Nyay-Adhikar Raksha Party,West Bengal,,0.00 Cr,3448,1,0.3
Others,10,Chevella,ANJANEYULU NEERATI,Independent,Telangana,1,0.00 Cr,449,1,0.03
Others,32,Raigad,ANJANI ASHWIN KELKAR,Independent,Maharashtra,1,0.00 Cr,1350,1,0.13
Others,8,Ranchi,ANJANI PANDEY,Independent,Jharkhand,1,0.00 Cr,5397,1,0.37
Others,9,BHARATPUR,ANJILA JATAV,Bahujan Samaj Party,Rajasthan,,0.00 Cr,9508,1,0.84
Others,6,West Delhi,ANJU SHARMA,Independent,NCT OF Delhi,1,0.00 Cr,1267,1,0.08
Others,10,Chevella,ANKAGALA PRAVEEN KUMAR,Independent,Telangana,1,0.00 Cr,488,1,0.03
Others,21,Kadapa,ANKIREDDY. SURESH KUMAR REDDY.,All India Forward Bloc,Andhra Pradesh,,0.00 Cr,755,1,0.06
Others,19,BHOPAL,ANKIT RAI,Independent,Madhya Pradesh,1,0.00 Cr,1101,1,0.07
Others,64,Gorakhpur,ANKIT SHAH,Bharatiya Yuva Jan Ekta Party,Uttar Pradesh,,0.00 Cr,1874,1,0.16
Others,3,Muzaffarnagar,ANKUR,Independent,Uttar Pradesh,1,0.00 Cr,372,1,0.03
Others,5,JAMMU,ANKUR SHARMA,Ekam Sanatan Bharat Dal,Jammu and Kashmir,,0.00 Cr,4278,1,0.33
Others,35,Baramati,ANKUSH DNYANESHAWAR PILANE,Independent,Maharashtra,1,0.00 Cr,1663,1,0.12
Others,8,Palakkad,ANNA KURIAKOSE,Independent,Kerala,1,0.00 Cr,1433,1,0.14
Others,42,Solapur,ANNA SUKHADEV MASKE,Independent,Maharashtra,1,0.00 Cr,501,1,0.04
Others,9,KRISHNAGIRI,ANNADURAI K,Independent,Tamil Nadu,1,0.00 Cr,1160,1,0.1
Others,15,SALEM,ANNADURAI N,Pattali Makkal Katchi,Tamil Nadu,,0.01 Cr,127139,1,9.74
Others,20,COIMBATORE,ANNADURAI R,Independent,Tamil Nadu,1,0.00 Cr,1772,1,0.13
Others,11,TIRUVANNAMALAI,"ANNADURAI, A.",Independent,Tamil Nadu,1,0.00 Cr,516,1,0.05
Others,11,TIRUVANNAMALAI,"ANNADURAI, S.",Independent,Tamil Nadu,2,0.00 Cr,1820,1,0.16
Others,6,Medak,ANNELA LAXMAN,Dharma Samaj Party,Telangana,,0.00 Cr,1152,1,0.08
Others,8,Koppal,ANNOJI RAO. G,Sarva Janata Party,Karnataka,,0.00 Cr,1117,1,0.08
Others,3,Khadoor Sahib,ANOKH SINGH KATWAL,Independent,Punjab,1,0.00 Cr,2769,1,0.26
Others,7,DURG,ANOOP KUMAR PANDEY,Independent,Chhattisgarh,1,0.00 Cr,7766,1,0.5
Others,1,MORENA,ANOOP NAGAR,Independent,Madhya Pradesh,1,0.00 Cr,1317,1,0.11
Others,6,SONIPAT,ANOOP SINGH,Indian National Lok Dal,Haryana,,0.00 Cr,11523,1,1.03
Others,17,Pathanamthitta,ANOOP V.,Independent,Kerala,1,0.00 Cr,609,1,0.07
Others,3,Karimnagar,ANOSE KATKOORI,Independent,Telangana,1,0.00 Cr,8706,1,0.66
Others,28,Kheri,ANSHAY KALRA,Bahujan Samaj Party,Uttar Pradesh,,0.01 Cr,110460,1,9.1
Others,22,Ujiarpur,ANSHU KUMAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),Bihar,,0.00 Cr,1756,1,0.17
Others,15,Kendrapara,ANSHUMAN MOHANTY,Biju Janata Dal,Odisha,,0.05 Cr,549169,1,43
Others,29,Mumbai North Central,ANSON THOMAS,People's Party of India(secular),Maharashtra,,0.00 Cr,2211,1,0.24
Others,12,Ghaziabad,ANSUL GUPTA,Rashtriya Jan Karmath Party,Uttar Pradesh,,0.00 Cr,764,1,0.05
Others,6,Balurghat,ANTA HANSDA,Bahujan Samaj Party,West Bengal,,0.00 Cr,5145,1,0.42
Others,17,Khammam,ANTHONI SURESH,Bahujana Left Party,Telangana,,0.00 Cr,616,1,0.05
Others,3,Bagalkot,ANTHOSH SAVVASE,Uttama Prajaakeeya Party,Karnataka,,0.00 Cr,4923,1,0.37
Others,39,KANNIYAKUMARI,ANTONY MICHAEL J,Independent,Tamil Nadu,1,0.00 Cr,175,1,0.02
Others,52,Allahabad,ANUJ SWAROOP SHUKLA,Independent,Uttar Pradesh,1,0.00 Cr,1616,1,0.17
Others,8,Sambhal,ANUJ VARSHNEY,Independent,Uttar Pradesh,1,0.00 Cr,1677,1,0.14
Others,24,Kolkata Uttar,ANUJIT KUMAR NAN,Independent,West Bengal,1,0.00 Cr,557,1,0.06
Others,3,Godda,ANUP KUMAR,"Proutist Bloc, India",Jharkhand,,0.00 Cr,2007,1,0.14
Others,9,Nagaon,ANUPAM BARUAH,Jai Prakash Janata Dal,Assam,,0.00 Cr,4319,1,0.28
Others,22,Etah,ANUPAM KUMAR,Kisan Kranti Dal,Uttar Pradesh,,0.00 Cr,3949,1,0.39
Others,47,HAMIRPUR,ANUPAM KUMAR TRIPATHI,Bhartiya Shakti Chetna Party,Uttar Pradesh,,0.00 Cr,6407,1,0.57
Others,23,BHILWARA,ANURAG AROT,Independent,Rajasthan,1,0.00 Cr,1425,1,0.11
Others,11,Machilipatnam,ANUSHA YERUVA,Independent,Andhra Pradesh,1,0.00 Cr,1235,1,0.09
