alliance_name,constituency_id,constituency_name,Candidate,Party,State,Total Independent Candidates,Total Votes (Cr),Sum of total_votes,Vote % of India,Sum of vote_share
Others,12,Sangrur,JASWANT SINGH,Independent,Punjab,1,0.00 Cr,2224,1,0.22
Others,10,Firozpur,JASWANT SINGH KHATRI,Independent,Punjab,1,0.00 Cr,821,1,0.07
Others,3,Khadoor Sahib,JASWANT SINGH SOHAL,Independent,Punjab,1,0.00 Cr,1639,1,0.16
Others,5,Mayurbhanj,JATIA SAWAYAN,Bahujan Samaj Party,Odisha,,0.00 Cr,8502,1,0.72
Others,1,Gurdaspur,JATINDER KUMAR SHARMA,Bhartiya Rashtriya Dal,Punjab,,0.00 Cr,461,1,0.04
Others,7,Maldaha Uttar,JATISH KISKU,Independent,West Bengal,1,0.00 Cr,8683,1,0.61
Others,3,ANANTNAG-RAJOURI,JAVAID AHMED,All India Forward Bloc,Jammu and Kashmir,,0.00 Cr,1562,1,0.15
Others,55,Ambedkar Nagar,JAVED AHMAD SIDDIQUI,Independent,Uttar Pradesh,1,0.00 Cr,3860,1,0.33
Others,64,Gorakhpur,JAVED ASHRAF ALIAS JAVED SIMNANI,Bahujan Samaj Party,Uttar Pradesh,,0.01 Cr,55781,1,4.83
Others,39,Beed,JAVED SIKANDAR MOMIN,Independent,Maharashtra,1,0.00 Cr,2662,1,0.17
Others,48,Hatkanangale,JAVED SIKANDAR MUJAVAR,Independent,Maharashtra,1,0.00 Cr,1852,1,0.14
Others,11,Dharwad,JAVEED AHAMED BELGAUMKAR.,Naki Bharatiya Ekta Party,Karnataka,,0.00 Cr,3558,1,0.26
Others,2,SRINAGAR,JAVEED AHMAD WANI,Independent,Jammu and Kashmir,1,0.00 Cr,932,1,0.14
Others,13,Madhepura,JAWAHAR LAL JAISWAL,Socialist Unity Centre Of India (COMMUNIST),Bihar,,0.00 Cr,11322,1,0.94
Others,31,Patliputra,JAWAHAR SINGH,Bhartiya Manavta Party,Bihar,,0.00 Cr,1237,1,0.1
Others,39,Beed,JAWED SALEEM SYED,Tipu Sultan Party,Maharashtra,,0.00 Cr,978,1,0.06
Others,49,Fatehpur,JAY CHANDRA KUMAR,Vishwa Kalyan Rashtriya Manav Samaj Party,Uttar Pradesh,,0.00 Cr,1604,1,0.14
Others,38,Sultanpur,JAY PRAKASH,Sardar Patel Siddhant Party,Uttar Pradesh,,0.00 Cr,1369,1,0.13
Others,27,Banka,JAY PRAKASH YADAV,Rashtriya Jansambhavna Party,Bihar,,0.00 Cr,12277,1,1.21
Others,19,BHOPAL,JAY SINGH,Independent,Madhya Pradesh,1,0.00 Cr,2510,1,0.17
Others,6,West Delhi,JAYA RAMAN,Sarvlokhit Samaj Party,NCT OF Delhi,,0.00 Cr,446,1,0.03
Others,30,THANJAVUR,JAYABAL A,Bahujan Samaj Party,Tamil Nadu,,0.00 Cr,2410,1,0.23
Others,14,KALLAKURICHI,JAYABAL PM,Independent,Tamil Nadu,1,0.00 Cr,476,1,0.04
Others,15,Alappuzha,JAYAKRISHNAN P,Independent,Kerala,1,0.00 Cr,385,1,0.04
Others,19,NILGIRIS,JAYAKUMAR A,Naam Tamilar Katchi,Tamil Nadu,,0.01 Cr,58821,1,5.77
Others,25,PERAMBALUR,JAYAKUMAR K,Samaniya Makkal Nala Katchi,Tamil Nadu,,0.00 Cr,1006,1,0.09
Others,25,Bangalore central,JAYALAKSHMI SUNDARA RAJAN,Independent,Karnataka,1,0.00 Cr,2761,1,0.21
Others,19,NILGIRIS,JAYANTHI M,Ambedkarite Party of India,Tamil Nadu,,0.00 Cr,1556,1,0.15
Others,26,Valsad,JAYANTIBHAI KHANDUBHAI SHALUA,Viro Ke Vir Indian Party,Gujarat,,0.00 Cr,4774,1,0.35
Others,26,Bangalore South,JAYAPAL.D,Independent,Karnataka,1,0.00 Cr,942,1,0.08
Others,9,KRISHNAGIRI,JAYAPRAKASH V,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,,0.03 Cr,300397,1,25.76
Others,2,Kannur,JAYARAJ,Independent,Kerala,1,0.00 Cr,488,1,0.05
Others,2,Kannur,JAYARAJAN S/O. VELAYUDHAN,Independent,Kerala,1,0.00 Cr,425,1,0.04
Others,1,Bargarh,JAYARAM BAGH,Bahujan Samaj Party,Odisha,,0.00 Cr,9322,1,0.71
Others,8,Sambhal,JAYGAMUL ISLAM,Janta Shashan Party,Uttar Pradesh,,0.00 Cr,1942,1,0.16
Others,23,BHILWARA,JAYKISHAN,Viro Ke Vir Indian Party,Rajasthan,,0.00 Cr,4084,1,0.31
Others,5,Kodarma,JAYNARAYAN DAS,Bahujan Mukti Party,Jharkhand,,0.00 Cr,6738,1,0.49
Others,16,Hathras,JAYPAL MAHOR,Independent,Uttar Pradesh,1,0.00 Cr,3061,1,0.28
Others,21,Nashik,JAYSHRI MAHENDRA PATIL,Sainik Samaj Party,Maharashtra,,0.00 Cr,2426,1,0.2
Others,12,Jamnagar,JAYSUKH NATHUBHAI PINGALSUR,Bahujan Samaj Party,Gujarat,,0.00 Cr,11462,1,1.09
Others,9,Amroha,JEETPAL RANA,Independent,Uttar Pradesh,1,0.00 Cr,2556,1,0.23
Others,33,THENI,JEEVA M,Bahujan Samaj Party,Tamil Nadu,,0.00 Cr,2222,1,0.19
Others,4,Nainital-Udhamsingh Nagar,JEEVAN CHANDRA UPRETI,Bharat Ki Lok Jimmedar Party,Uttarakhand,,0.00 Cr,2310,1,0.18
Others,1,KANGRA,JEEVAN KUMAR,Akhil Bhartiya Parivar Party,Himachal Pradesh,,0.00 Cr,1476,1,0.14
Others,5,Hoshiarpur,JEEVAN SINGH TAMIL,Bahujan Dravida Party,Punjab,,0.00 Cr,4621,1,0.49
Others,24,TIRUCHIRAPPALLI,JEEVANANTHAM. M,Independent,Tamil Nadu,1,0.00 Cr,2952,1,0.28
Others,14,KALLAKURICHI,JEEVANRAJ N,Bahujan Samaj Party,Tamil Nadu,,0.00 Cr,3096,1,0.25
Others,18,Siwan,JEEWAN KUMAR,Independent,Bihar,1,0.00 Cr,18590,1,1.86
Others,15,SALEM,JEGANNATHAN A,Independent,Tamil Nadu,1,0.00 Cr,2411,1,0.18
Others,11,Porbandar,JETHAVA BIPINKUMAR BHIKHALAL,Independent,Gujarat,1,0.00 Cr,797,1,0.09
Others,36,THOOTHUKKUDI,JEYAKUMAR C,Independent,Tamil Nadu,1,0.00 Cr,829,1,0.08
Others,35,RAMANATHAPURAM,JEYAPERUMAL P,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,,0.01 Cr,99780,1,8.99
Others,34,VIRUDHUNAGAR,JEYARAJ T,Independent,Tamil Nadu,1,0.00 Cr,610,1,0.06
Others,25,Thane,JHA SUBHASH CHANDRA,Sardar Vallabhbhai Patel Party,Maharashtra,,0.00 Cr,2358,1,0.18
Others,4,Visakhapatnam,JHANSI LAKSHMI. BOTCHA.,Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,,0.04 Cr,403220,1,29.07
Others,8,Jajpur,JHUNA MALIK,Manas Lokshakti Dal,Odisha,,0.00 Cr,2077,1,0.18
Others,23,Samastipur,JIBACHH KUMAR HAJARI,Independent,Bihar,1,0.00 Cr,4694,1,0.43
Others,36,Bankura,JIBAN CHAKRABORTY,Independent,West Bengal,1,0.00 Cr,3506,1,0.24
Others,7,Karimganj,JIBESH DEB,Independent,Assam,1,0.00 Cr,7109,1,0.62
Others,2,SRINAGAR,JIBRAN FIRDOUS DAR,Independent,Jammu and Kashmir,1,0.00 Cr,5498,1,0.81
Others,10,Rajkot,JIGNESHBHAI MAHAJAN,Independent,Gujarat,1,0.00 Cr,1332,1,0.1
Others,51,Phulpur,JILA JEET BHARTIY,Bahujan Awam Party,Uttar Pradesh,,0.00 Cr,3299,1,0.33
Others,4,HISAR,JILE SINGH,Independent,Haryana,1,0.00 Cr,3196,1,0.27
Others,12,Sangrur,JILE SINGH,Bhartiya Jan Samman Party,Punjab,,0.00 Cr,1548,1,0.15
Others,13,AJMER,JITENDRA BOYAT,Aazad Samaj Party (Kanshi Ram),Rajasthan,,0.00 Cr,2633,1,0.22
Others,4,Darrang-Udalguri,JITENDRA CHALIHA,Socialist Unity Centre Of India (COMMUNIST),Assam,,0.00 Cr,7452,1,0.41
Others,18,Agra,JITENDRA GAUTAM,Lokpriya Rashtrawadi Party,Uttar Pradesh,,0.00 Cr,782,1,0.07
Others,15,Muzaffarpur,JITENDRA KUMAR,Independent,Bihar,1,0.00 Cr,8700,1,0.78
Others,34,Mohanlalganj,JITENDRA KUMAR,Independent,Uttar Pradesh,1,0.00 Cr,1414,1,0.1
Others,22,RAJSAMAND,JITENDRA KUMAR KHATIK,Independent,Rajasthan,1,0.00 Cr,1815,1,0.15
Others,49,Fatehpur,JITENDRA KUMAR MAURYA,Independent,Uttar Pradesh,1,0.00 Cr,3336,1,0.3
Others,21,Nashik,JITENDRA NARESH BHABHE (JITENDRA BHAVE),Independent,Maharashtra,1,0.00 Cr,3132,1,0.25
Others,4,Raver,JITENDRA PANDURANG PATIL,Independent,Maharashtra,1,0.00 Cr,3587,1,0.31
Others,17,Gopalganj,JITENDRA RAM,Bahujan Mukti Party,Bihar,,0.00 Cr,5969,1,0.56
Others,9,Jamshedpur,JITENDRA SINGH,Independent,Jharkhand,1,0.00 Cr,3167,1,0.25
Others,20,RAJGARH,JITENDRA SINGH,National World Leader Party,Madhya Pradesh,,0.00 Cr,5063,1,0.35
Others,1,Chikkodi,JITENDRA SUBHASH NERLE,Independent,Karnataka,1,0.00 Cr,457,1,0.03
Others,4,Bijapur,JITENDRA.ASHOK. KAMBLE,Republican Party of India (A),Karnataka,,0.00 Cr,1623,1,0.13
Others,18,Panchmahal,JITESHKUMAR GHANSHYAMBHAI SEVAK,Dhanwan Bharat Party,Gujarat,,0.00 Cr,8389,1,0.74
Others,5,Kodarma,JITLAL KISKU,Independent,Jharkhand,1,0.00 Cr,5333,1,0.39
Others,11,KANKER,JIVAN LAL MATLAM,Sarv Adi Dal,Chhattisgarh,,0.00 Cr,8949,1,0.71
Others,73,Jaunpur,JIYALAL PRAJAPATI,Bhagidari Party(P),Uttar Pradesh,,0.00 Cr,2235,1,0.2
Others,13,Patiala,JODH SINGH PARMAR KAULI,Independent,Punjab,1,0.00 Cr,2795,1,0.24
Others,14,Kottayam,JOEMON JOSEPH SRAMPICKAL A P J JUMAN V S,Independent,Kerala,1,0.00 Cr,893,1,0.11
Others,5,Nagina,JOGENDRA,Independent,Uttar Pradesh,1,0.00 Cr,4518,1,0.45
Others,21,CHITTORGARH,JOGENDRA SINGH HODA,Independent,Rajasthan,1,0.00 Cr,2302,1,0.15
Others,11,Machilipatnam,JOGI VEERANJANEYULU,Independent,Andhra Pradesh,1,0.00 Cr,1022,1,0.08
Others,3,SIRSA,JOGINDER RAM,Independent,Haryana,1,0.00 Cr,2142,1,0.16
Others,6,Diphu,JOHN BARNARD SANGMA,Gana Suraksha Party,Assam,,0.00 Cr,11279,1,1.65
Others,14,Shimoga,JOHN BENNY,Independent,Karnataka,1,0.00 Cr,867,1,0.06
Others,4,Keonjhar,JOHN MIRAN MUNDA,Independent,Odisha,1,0.00 Cr,31736,1,2.53
Others,33,THENI,JOHNGILBERTRAJ,Independent,Tamil Nadu,1,0.00 Cr,603,1,0.05
Others,11,Chalakudy,JOHNSON K C,Independent,Kerala,1,0.00 Cr,387,1,0.04
Others,34,Pune,JOHNSON VASANT KOLHAPURE,Independent,Maharashtra,1,0.00 Cr,305,1,0.03
Others,39,Pratapgarh,JOKHU PATEL,Sardar Patel Siddhant Party,Uttar Pradesh,,0.00 Cr,971,1,0.1
Others,13,Idukki,JOMON JOHN,Independent,Kerala,1,0.00 Cr,1819,1,0.22
Others,2,Dumka,JONATHAN MARDI,Peoples Party of India (Democratic),Jharkhand,,0.00 Cr,1651,1,0.14
Others,18,Kollam,JOSE SARANATH,Ambedkarite Party of India,Kerala,,0.00 Cr,559,1,0.06
Others,7,Maldaha Uttar,JOSEPH KISKU,Ambedkarite Party of India,West Bengal,,0.00 Cr,4637,1,0.33
Others,24,TIRUCHIRAPPALLI,JOSEPH. L,Samaniya Makkal Nala Katchi,Tamil Nadu,,0.00 Cr,491,1,0.05
Others,10,Thrissur,JOSHI VILLADOM,Independent,Kerala,1,0.00 Cr,493,1,0.05
Others,14,Kottayam,JOSSIN K JOSEPH,Independent,Kerala,1,0.00 Cr,1489,1,0.18
Others,6,KANCHEEPURAM,JOTHI. V,Pattali Makkal Katchi,Tamil Nadu,,0.02 Cr,164931,1,13.09
Others,15,SALEM,JOTHILINGAM M,Independent,Tamil Nadu,1,0.00 Cr,316,1,0.02
Others,23,KARUR,JOTHIMANI. A.K,Independent,Tamil Nadu,1,0.00 Cr,808,1,0.07
Others,23,KARUR,JOTHIMANI. S,Independent,Tamil Nadu,1,0.00 Cr,780,1,0.07
Others,23,KARUR,JOTHIVEL. A,Independent,Tamil Nadu,1,0.00 Cr,206,1,0.02
Others,6,Diphu,JOTSON BEY,Autonomous State Demand Committee,Assam,,0.00 Cr,9633,1,1.41
Others,3,Karimnagar,JOURNALIST VIKRAM REDDY VEMULAA,Independent,Telangana,1,0.00 Cr,2096,1,0.16
Others,2,Kannur,JOY JOHN PATTAR MADATHIL,Independent,Kerala,1,0.00 Cr,618,1,0.06
Others,17,Pathanamthitta,JOY P.MATHEW,People's Party of India(secular),Kerala,,0.00 Cr,1181,1,0.13
Others,1,Kokrajhar,JOYANTA BASUMATARY,"United People’s Party, Liberal",Assam,,0.05 Cr,488995,1,39.39
Others,37,Bishnupur,JOYDEV DHANK,Bahujan Samaj Party,West Bengal,,0.00 Cr,9079,1,0.6
Others,9,Jamshedpur,JUJHAR SOREN,Independent,Jharkhand,1,0.00 Cr,4315,1,0.34
Others,8,Secunderabad,JUNAID ANAM SIDDIQUI,Independent,Telangana,1,0.00 Cr,295,1,0.03
Others,5,Anakapalle,JUNNURI J SRINIVAS,Independent,Andhra Pradesh,1,0.00 Cr,1201,1,0.09
Others,2,Peddapalle,JUPAKA KIRAN,Independent,Telangana,1,0.00 Cr,653,1,0.06
Others,19,Joynagar,JURAN CHANDRA PANDEY,Mulnibasi Party of India,West Bengal,,0.00 Cr,3769,1,0.25
Others,2,Sundargarh,JUSTIN LUGUN,Socialist Unity Centre Of India (COMMUNIST),Odisha,,0.00 Cr,9141,1,0.79
Others,7,Malkajgiri,JUVVA PHANI KUMAR CHOWDARY,Jai Bharat National Party,Telangana,,0.00 Cr,508,1,0.03
Others,15,Alappuzha,JYOTHI ABRAHAM,Independent,Kerala,1,0.00 Cr,338,1,0.03
Others,3,Bagalkot,JYOTI GULEDGUDDA,Independent,Karnataka,1,0.00 Cr,4645,1,0.35
Others,3,East Delhi,JYOTI PRAKASH (MONU),Ekam Sanatan Bharat Dal,NCT OF Delhi,,0.00 Cr,824,1,0.07
Others,5,Gulbarga,JYOTI RAMESH CHAVAN,Independent,Karnataka,1,0.00 Cr,2805,1,0.21
Others,17,HOSHANGABAD,JYOTI SURESH JHARIYA,Independent,Madhya Pradesh,1,0.00 Cr,2046,1,0.16
Others,70,Ghosi,JYOTIRMA PATHAK,Independent,Uttar Pradesh,1,0.00 Cr,1204,1,0.1
Others,1,Kokrajhar,JYOTISH KUMAR DAS,Independent,Assam,1,0.00 Cr,6106,1,0.49
Others,10,Kaziranga,JYOTISKA RANJAN GOSWAMI,Independent,Assam,1,0.00 Cr,4538,1,0.28
Others,18,Chitradurga,K  NARASHIMAMURTHY,Independent,Karnataka,1,0.00 Cr,1397,1,0.1
Others,11,Chalakudy,K A UNNIKRISHNAN,Bharath Dharma Jana Sena,Kerala,,0.01 Cr,106400,1,11.18
Others,1,PUDUCHERRY,K ARUNACHALAM,Independent,Puducherry,1,0.00 Cr,405,1,0.05
Others,7,ARAKKONAM,K BALU,Pattali Makkal Katchi,Tamil Nadu,,0.02 Cr,202325,1,17.38
Others,16,Mavelikkara,K BIMALJI,Socialist Unity Centre Of India (COMMUNIST),Kerala,,0.00 Cr,1370,1,0.15
Others,1,Andaman & Nicobar Islands,K J B SELVARAJ,All India Anna Dravida Munnetra Kazhagam,Andaman & Nicobar Islands,,0.00 Cr,914,1,0.45
Others,8,VELLORE,K JAYAMANI,Bahujan Samaj Party,Tamil Nadu,,0.00 Cr,1702,1,0.15
Others,3,Vadakara,K K SHAILAJA TEACHER,Communist Party of India  (Marxist),Kerala,,0.04 Cr,443022,1,39.45
Others,3,Vadakara,K K SHYLAJA,Independent,Kerala,1,0.00 Cr,1179,1,0.1
Others,17,ERODE,K K VADUGANATHAN,Independent,Tamil Nadu,1,0.00 Cr,399,1,0.04
Others,1,PUDUCHERRY,K KISHORKUMAR,Independent,Puducherry,1,0.00 Cr,1246,1,0.15
Others,5,North-West Delhi,K M KAJAL,Public Political Party,NCT OF Delhi,,0.00 Cr,1342,1,0.09
Others,17,ERODE,K MAATHAN,Ganasangam Party of India,Tamil Nadu,,0.00 Cr,618,1,0.06
Others,7,ARAKKONAM,K MANIGANDAN,Independent,Tamil Nadu,1,0.00 Cr,2049,1,0.18
Others,5,SRIPERUMBUDUR,K PALANIYAPPAN,Tamizhaga Murpokku Makkal Katchi,Tamil Nadu,,0.00 Cr,617,1,0.04
Others,16,Ongole,K PAVAN KALYAN,Jatiya Jana Sena Party,Andhra Pradesh,,0.00 Cr,392,1,0.03
Others,5,SRIPERUMBUDUR,K PRABAKARAN,Bahujan Samaj Party,Tamil Nadu,,0.00 Cr,8189,1,0.57
Others,1,PUDUCHERRY,K PRABHU DEVAN,United Republican Party of India,Puducherry,,0.00 Cr,989,1,0.12
Others,28,Kolar,K R DEVARAJA,Delhi Janta Party,Karnataka,,0.00 Cr,4597,1,0.34
Others,1,PUDUCHERRY,K RAMADASS,Independent,Puducherry,1,0.00 Cr,372,1,0.05
Others,17,ERODE,K SENTHIL KUMAR,Independent,Tamil Nadu,1,0.00 Cr,178,1,0.02
Others,8,VELLORE,K SHANMUGAM,Independent,Tamil Nadu,1,0.00 Cr,616,1,0.05
Others,8,Palakkad,K T PADMINI,Bahujan Samaj Party,Kerala,,0.00 Cr,2132,1,0.21
Others,1,MIZORAM,K VANLALVENA,Mizo National Front,Mizoram,,0.01 Cr,140264,1,28.55
Others,1,Andaman & Nicobar Islands,K VENKAT RAM BABU,Independent,Andaman & Nicobar Islands,1,0.00 Cr,507,1,0.25
Others,7,ARAKKONAM,K VENKATESAN,Independent,Tamil Nadu,1,0.00 Cr,264,1,0.02
Others,26,Bangalore South,K. C. JANARDHAN,Independent,Karnataka,1,0.00 Cr,452,1,0.04
Others,12,Ernakulam,K. J. SHINE TEACHER,Communist Party of India  (Marxist),Kerala,,0.02 Cr,231932,1,25.47
Others,23,Thirupathi(SC),K. JEEVARATHNAM,Independent,Andhra Pradesh,1,0.00 Cr,1204,1,0.09
Others,6,Medak,K. LAXMINARAYANA,Independent,Telangana,1,0.00 Cr,317,1,0.02
Others,25,Bangalore central,K. MANJUNATHA,Independent,Karnataka,1,0.00 Cr,1556,1,0.12
Others,26,CUDDALORE,K. MAYAKRISHNAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Tamil Nadu,,0.00 Cr,3702,1,0.36
Others,8,Secunderabad,K. MURALI KRISHNA,Independent,Telangana,1,0.00 Cr,120,1,0.01
Others,12,Uttara Kannada,K. P. PATIL,Independent,Karnataka,1,0.00 Cr,956,1,0.08
Others,14,Shimoga,K. S. ESHWARAPPA,Independent,Karnataka,1,0.00 Cr,30050,1,2.18
Others,2,CHENNAI NORTH,K. SAMPATH,Independent,Tamil Nadu,1,0.00 Cr,269,1,0.03
Others,2,Kannur,K. SUDHAKARAN S/O. KRISHNAN,Independent,Kerala,1,0.00 Cr,1009,1,0.09
Others,11,Mahbubnagar,K. UDAY TEJ NAIK,Independent,Telangana,1,0.00 Cr,1027,1,0.08
Others,27,Chikkballapur,K. VENKATESH,Independent,Karnataka,1,0.00 Cr,474,1,0.03
Others,4,Visakhapatnam,K.A. PAUL,Praja Shanthi Party,Andhra Pradesh,,0.00 Cr,7696,1,0.55
Others,2,CHENNAI NORTH,K.C.JAYAPRAKASH,Independent,Tamil Nadu,1,0.00 Cr,334,1,0.04
Others,17,Pathanamthitta,K.C.THOMAS,Independent,Kerala,1,0.00 Cr,1101,1,0.12
Others,4,CHENNAI CENTRAL,K.CHANDRASEKAR,Naadaalum Makkal Katchi,Tamil Nadu,,0.00 Cr,373,1,0.05
Others,3,CHENNAI SOUTH,K.KANNAN,Independent,Tamil Nadu,1,0.00 Cr,625,1,0.06
Others,24,Bangalore North,K.M.MAHADEVA,Independent,Karnataka,1,0.00 Cr,1720,1,0.1
Others,25,Chittoor(SC),K.MUNI KRISHNA,Independent,Andhra Pradesh,1,0.00 Cr,3956,1,0.28
Others,2,CHENNAI NORTH,K.PALANIAPPAN,Independent,Tamil Nadu,1,0.00 Cr,462,1,0.05
Others,16,Hassan,K.R. GANGADHARAPPA,Independent,Karnataka,1,0.00 Cr,742,1,0.05
Others,9,Alathur,K.RADHAKRISHNAN,Communist Party of India  (Marxist),Kerala,,0.04 Cr,403447,1,40.66
Others,6,Medak,K.RAGHU,Independent,Telangana,1,0.00 Cr,224,1,0.02
Others,7,Ponnani,K.S HAMZA,Communist Party of India  (Marxist),Kerala,,0.03 Cr,326756,1,31.84
Others,13,Davanagere,K.S. VEERBHADRAPPA,Karnataka Rashtra Samithi,Karnataka,,0.00 Cr,475,1,0.04
Others,9,Hyderabad,K.S.KRISHNA,Bahujan Samaj Party,Telangana,,0.00 Cr,769,1,0.07
Others,15,Udupi Chikmagalur,K.T. RADHAKRISHNA,Bahujan Samaj Party,Karnataka,,0.00 Cr,5417,1,0.44
Others,24,Bangalore North,K.V.NANJUNDASWAMY,Independent,Karnataka,1,0.00 Cr,1365,1,0.08
Others,2,Outer Manipur,KACHUI TIMOTHY ZIMIK,Naga Peoples Front,Manipur,,0.03 Cr,299536,1,37.6
Others,45,Satara,KADAM PRASHANT RAGHUNATH,Vanchit Bahujan  Aaghadi,Maharashtra,,0.00 Cr,11912,1,0.99
Others,16,Nanded,KADAM SURAJ DEVENDRA,Independent,Maharashtra,1,0.00 Cr,799,1,0.07
Others,21,Mysore,KADAMBA NAA AMBARISH,Karnataka Jantha Paksha,Karnataka,,0.00 Cr,4080,1,0.27
Others,22,Chamarajanagar,KADAMBA. NAA. AMBARISH,Independent,Karnataka,1,0.00 Cr,1743,1,0.13
Others,2,Peddapalle,KADASI SHEKHAR,Independent,Telangana,1,0.00 Cr,1272,1,0.12
Others,25,Navsari,KADIR MAHEBOOB SAIYED,Social Democratic Party Of India,Gujarat,,0.00 Cr,2538,1,0.19
Others,14,Bhongir,KADIRE KIRAN KUMAR,Bahujan Republican  Socialist Party,Telangana,,0.00 Cr,478,1,0.03
Others,18,Jalna,KADUBA MHATARBA INGLE,Independent,Maharashtra,1,0.00 Cr,1967,1,0.14
Others,6,JAIPUR RURAL,KAHANVI BOHRA,Independent,Rajasthan,1,0.00 Cr,1711,1,0.14
Others,22,DINDIGUL,KAILAI RAJAN D,Naam Tamilar Katchi,Tamil Nadu,,0.01 Cr,97845,1,8.51
Others,17,Parbhani,KAILAS BALIRAM PAWAR (NAIK),Baliraja Party,Maharashtra,,0.00 Cr,9520,1,0.72
Others,9,Dhenkanal,KAILAS CHANDRA PRADHAN,Independent,Odisha,1,0.00 Cr,2213,1,0.19
Others,22,Etah,KAILASH KUMAR,Independent,Uttar Pradesh,1,0.00 Cr,1728,1,0.17
Others,21,Nashik,KAILASH MARUTI CHAVAN,Aam Janta Party (India),Maharashtra,,0.00 Cr,1703,1,0.14
Others,11,SIDHI,KAILASH PRASAD VERMA,Independent,Madhya Pradesh,1,0.00 Cr,5291,1,0.46
Others,24,KOTA,KAILASHI ANIL JAIN,Independent,Rajasthan,1,0.00 Cr,994,1,0.07
Others,40,Osmanabad,KAKA FULCHAND KAMBLE,Independent,Maharashtra,1,0.00 Cr,4811,1,0.38
Others,21,Kadapa,KAKARLA SHANMUKHA REDDY,Independent,Andhra Pradesh,1,0.00 Cr,647,1,0.05
Others,40,Osmanabad,KAKASAHEB SANDIPAN KHOT,Independent,Maharashtra,1,0.00 Cr,5715,1,0.45
Others,23,KARUR,KALAIRAJ. K,Independent,Tamil Nadu,1,0.00 Cr,811,1,0.07
Others,31,SIVAGANGA,KALAIRAJA  B,Independent,Tamil Nadu,1,0.00 Cr,819,1,0.08
Others,31,SIVAGANGA,KALAISELVAM K,Independent,Tamil Nadu,1,0.00 Cr,1663,1,0.16
Others,20,COIMBATORE,KALAMANI JAGANATHAN,Naam Tamilar Katchi,Tamil Nadu,,0.01 Cr,82657,1,6.02
Others,13,VILUPPURAM,KALANCHIYAM. M,Naam Tamilar Katchi,Tamil Nadu,,0.01 Cr,57242,1,4.97
Others,15,Bhavnagar,KALANIYA SAGARBHAI POPATBHAI,Aapki Awaaz Party,Gujarat,,0.00 Cr,6087,1,0.58
Others,8,Koppal,KALAPPA YACHRAPPA BADIGER VISHWAKARMA,Independent,Karnataka,1,0.00 Cr,1982,1,0.15
Others,11,TIRUVANNAMALAI,"KALASTHIRI,  S.",All India Uzhavargal Uzhaippalargal Katchi,Tamil Nadu,,0.00 Cr,950,1,0.08
Others,27,Chikkballapur,KALAVATHI. N,Socialist Unity Centre Of India (COMMUNIST),Karnataka,,0.00 Cr,2744,1,0.18
Others,7,ROHTAK,KALAWATI,Independent,Haryana,1,0.00 Cr,2150,1,0.17
Others,6,Giridih,KALAWATI DEVI,Independent,Jharkhand,1,0.00 Cr,5430,1,0.43
Others,36,THOOTHUKKUDI,KALEERMURUGAPAVENTHAN R,Makkal Nalvaazhvuk Katchi,Tamil Nadu,,0.00 Cr,1792,1,0.18
Others,16,NAMAKKAL,KALIANNAN S,Independent,Tamil Nadu,1,0.00 Cr,497,1,0.04
Others,11,TIRUVANNAMALAI,"KALIAPERUMAL, M.",Independent,Tamil Nadu,1,0.00 Cr,5713,1,0.5
Others,4,Darjeeling,KALICHARAN BARMAN,Independent,West Bengal,1,0.00 Cr,2079,1,0.16
Others,7,Maldaha Uttar,KALICHARAN ROY,Socialist Unity Centre Of India (COMMUNIST),West Bengal,,0.00 Cr,1293,1,0.09
Others,5,Raiganj,KALIDASH MURMU,Independent,West Bengal,1,0.00 Cr,5868,1,0.43
Others,9,SATNA,KALIM AHMAD BACHCHA,Independent,Madhya Pradesh,1,0.00 Cr,1630,1,0.15
Others,21,Diamond harbour,KALIMUDDIN SK,Indian National Socialistic Action Forces,West Bengal,,0.00 Cr,1590,1,0.1
Others,21,POLLACHI,KALIMUTHU S,Independent,Tamil Nadu,1,0.00 Cr,981,1,0.09
Others,30,Tamluk,KALIPADA DAS,Independent,West Bengal,1,0.00 Cr,974,1,0.06
Others,3,Godda,KALIPADA MURMU,Socialist Unity Centre Of India (COMMUNIST),Jharkhand,,0.00 Cr,1941,1,0.14
Others,37,Ahmednagar,KALIRAM BAHIRU POPALGHAT,Bhartiya Navjawan Sena (Paksha),Maharashtra,,0.00 Cr,1981,1,0.15
Others,14,MANDLA,KALIYA BAI KAKODIA,Independent,Madhya Pradesh,1,0.00 Cr,3001,1,0.2
Others,9,MAHASAMUND,KALIYA PRASAD SETH,Independent,Chhattisgarh,1,0.00 Cr,1531,1,0.12
Others,28,MAYILADUTHURAI,KALIYAMMAL P,Naam Tamilar Katchi,Tamil Nadu,,0.01 Cr,127642,1,11.73
Others,11,TIRUVANNAMALAI,KALIYAPERUMAL M,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,,0.03 Cr,313448,1,27.34
Others,11,TIRUVANNAMALAI,"KALIYAPERUMAL, A.",Independent,Tamil Nadu,1,0.00 Cr,3407,1,0.3
