state_id,region_id,constituency_id,state_name,region_name,constituency_no,constituency_name,election_phase,polling_date,winner_candidate,winner_party,alliance_name,runner_up_candidate,runner_up_party,evm_votes,postal_votes,winner_votes,constituency_total_votes,vote_share,margin_votes,result_status,winner_age,winner_gender
10,4,105,Gujarat,Western Region,7,Ahmedabad East,3,2024-05-07,HASMUKHBHAI PATEL (H.S.PATEL),Bharatiya Janata Party,NDA,HIMMATSINH PRAHLADSINH PATEL,Indian National Congress,763028,7431,770459,1128339.0,68.28,461755,Result Declared,63.0,male
10,4,106,Gujarat,Western Region,8,Ahmedabad West,3,2024-05-07,DINESHBHAI MAKWANA (ADVOCATE),Bharatiya Janata Party,NDA,BHARAT YOGENDRA MAKWANA,Indian National Congress,606545,5159,611704,966646.0,63.28,286437,Result Declared,54.0,male
10,4,107,Gujarat,Western Region,9,Surendranagar,3,2024-05-07,CHANDUBHAI CHHAGANBHAI SHIHORA,Bharatiya Janata Party,NDA,RUTVIKBHAI LAVJIBHAI MAKWANA,Indian National Congress,664093,5656,669749,1131377.0,59.2,261617,Result Declared,61.0,male
10,4,108,Gujarat,Western Region,10,Rajkot,3,2024-05-07,PARSHOTTAMBHAI RUPALA,Bharatiya Janata Party,NDA,DHANANI PARESH,Indian National Congress,850846,7138,857984,1273542.0,67.37,484260,Result Declared,69.0,male
10,4,109,Gujarat,Western Region,11,Porbandar,3,2024-05-07,DR. MANSUKH MANDAVIYA,Bharatiya Janata Party,NDA,LALIT VASOYA,Indian National Congress,625962,7156,633118,928977.0,68.15,383360,Result Declared,51.0,male
10,4,110,Gujarat,Western Region,12,Jamnagar,3,2024-05-07,POONAMBEN HEMATBHAI MAADAM,Bharatiya Janata Party,NDA,ADVOCATE J. P. MARAVIYA,Indian National Congress,618120,1929,620049,1051235.0,58.98,238008,Result Declared,49.0,female
10,4,111,Gujarat,Western Region,13,Junagadh,3,2024-05-07,CHUDASAMA RAJESHBHAI NARANBHAI,Bharatiya Janata Party,NDA,JOTVA HIRABHAI ARJANBHAI,Indian National Congress,578516,5533,584049,1068253.0,54.67,135494,Result Declared,42.0,male
10,4,112,Gujarat,Western Region,14,Amreli,3,2024-05-07,BHARATBHAI MANUBHAI SUTARIYA,Bharatiya Janata Party,NDA,JENNY THUMMAR,Indian National Congress,577820,3052,580872,876426.0,66.28,321068,Result Declared,54.0,male
10,4,113,Gujarat,Western Region,15,Bhavnagar,3,2024-05-07,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),Bharatiya Janata Party,NDA,UMESHBHAI NARANBHAI MAKWANA,Aam Aadmi Party,707428,9455,716883,1047232.0,68.46,455289,Result Declared,57.0,female
10,4,114,Gujarat,Western Region,16,Anand,3,2024-05-07,MITESH PATEL (BAKABHAI),Bharatiya Janata Party,NDA,AMIT CHAVDA,Indian National Congress,607394,5090,612484,1167969.0,52.44,89939,Result Declared,59.0,male
10,4,115,Gujarat,Western Region,17,Kheda,3,2024-05-07,DEVUSINH CHAUHAN,Bharatiya Janata Party,NDA,KALUSINH DABHI,Indian National Congress,738609,5826,744435,1175848.0,63.31,357758,Result Declared,59.0,male
10,4,116,Gujarat,Western Region,18,Panchmahal,3,2024-05-07,RAJPALSINH MAHENDRASINH JADAV,Bharatiya Janata Party,NDA,GULABSINH SOMSINH CHAUHAN,Indian National Congress,785830,8749,794579,1131497.0,70.22,509342,Result Declared,43.0,male
10,4,117,Gujarat,Western Region,19,Dahod,3,2024-05-07,JASWANTSINH SUMANBHAI BHABHOR,Bharatiya Janata Party,NDA,DR. PRABHABEN KISHORSINH TAVIYAD,Indian National Congress,685734,2981,688715,1118294.0,61.59,333677,Result Declared,57.0,male
10,4,118,Gujarat,Western Region,20,Vadodara,3,2024-05-07,DR. HEMANG JOSHI,Bharatiya Janata Party,NDA,PADHIYAR  JASHPALSINH MAHENDRASINH (BAPU),Indian National Congress,865825,7364,873189,1212149.0,72.04,582126,Result Declared,33.0,male
10,4,119,Gujarat,Western Region,21,Chhota Udaipur,3,2024-05-07,JASHUBHAI BHILUBHAI RATHVA,Bharatiya Janata Party,NDA,SUKHRAMBHAI HARIYABHAI RATHWA,Indian National Congress,791727,4862,796589,1267719.0,62.84,398777,Result Declared,54.0,male
10,4,120,Gujarat,Western Region,22,Bharuch,3,2024-05-07,MANSUKHBHAI DHANJIBHAI VASAVA,Bharatiya Janata Party,NDA,CHAITARBHAI DAMJIBHAI VASAVA,Aam Aadmi Party,605489,2668,608157,1198964.0,50.72,85696,Result Declared,66.0,male
10,4,121,Gujarat,Western Region,23,Bardoli,3,2024-05-07,PARBHUBHAI NAGARBHAI VASAVA,Bharatiya Janata Party,NDA,CHAUDHARY SIDDHARTH AMARSINH,Indian National Congress,757787,6163,763950,1339333.0,57.04,230253,Result Declared,54.0,male
10,4,122,Gujarat,Western Region,24,Surat,3,2024-05-07,MUKESHKUMAR CHANDRAKAANT DALAL,Bharatiya Janata Party,NDA,,,0,0,0,0.0,0.0,0,Unopposed,,
10,4,123,Gujarat,Western Region,25,Navsari,3,2024-05-07,C R PATIL,Bharatiya Janata Party,NDA,NAISHADHBHAI BHUPATBHAI  DESAI,Indian National Congress,1023366,7699,1031065,1338216.0,77.05,773551,Result Declared,69.0,male
10,4,124,Gujarat,Western Region,26,Valsad,3,2024-05-07,DHAVAL LAXMANBHAI PATEL,Bharatiya Janata Party,NDA,ANANTKUMAR HASMUKHBHAI PATEL,Indian National Congress,760935,3291,764226,1361411.0,56.13,210704,Result Declared,37.0,male
11,1,125,Haryana,Northern Region,1,AMBALA,6,2024-05-25,VARUN CHAUDHRY,Indian National Congress,INDIA,BANTO KATARIA,Bharatiya Janata Party,662592,1065,663657,1346722.0,49.28,49036,Result Declared,44.0,male
11,1,126,Haryana,Northern Region,2,KURUKSHETRA,6,2024-05-25,NAVEEN JINDAL,Bharatiya Janata Party,NDA,DR SUSHIL GUPTA,Aam Aadmi Party,540677,1498,542175,1205872.0,44.96,29021,Result Declared,54.0,male
11,1,127,Haryana,Northern Region,3,SIRSA,6,2024-05-25,SELJA,Indian National Congress,INDIA,ASHOK TANWAR,Bharatiya Janata Party,732298,1525,733823,1354632.0,54.17,268497,Result Declared,61.0,female
11,1,128,Haryana,Northern Region,4,HISAR,6,2024-05-25,JAI PARKASH (J P) S/O HARIKESH,Indian National Congress,INDIA,RANJIT SINGH,Bharatiya Janata Party,567194,3230,570424,1174115.0,48.58,63381,Result Declared,69.0,male
11,1,129,Haryana,Northern Region,5,KARNAL,6,2024-05-25,MANOHAR LAL,Bharatiya Janata Party,NDA,DIVYANSHU BUDHIRAJA,Indian National Congress,737282,2003,739285,1345892.0,54.93,232577,Result Declared,70.0,male
11,1,130,Haryana,Northern Region,6,SONIPAT,6,2024-05-25,SATPAL BRAHAMCHARI,Indian National Congress,INDIA,MOHAN LAL BADOLI,Bharatiya Janata Party,546163,2519,548682,1123944.0,48.82,21816,Result Declared,60.0,male
11,1,131,Haryana,Northern Region,7,ROHTAK,6,2024-05-25,DEEPENDER SINGH HOODA,Indian National Congress,INDIA,DR. ARVIND KUMAR SHARMA,Bharatiya Janata Party,778259,5319,783578,1248446.0,62.76,345298,Result Declared,46.0,male
11,1,132,Haryana,Northern Region,8,BHIWANI-MAHENDRAGARH,6,2024-05-25,DHARAMBIR SINGH,Bharatiya Janata Party,NDA,RAO DAN SINGH,Indian National Congress,582735,5929,588664,1183395.0,49.74,41510,Result Declared,69.0,male
11,1,133,Haryana,Northern Region,9,GURGAON,6,2024-05-25,RAO INDERJIT SINGH,Bharatiya Janata Party,NDA,RAJ BABBAR,Indian National Congress,805161,3175,808336,1601232.0,50.48,75079,Result Declared,74.0,male
11,1,134,Haryana,Northern Region,10,FARIDABAD,6,2024-05-25,KRISHAN PAL,Bharatiya Janata Party,NDA,MAHENDER PRATAP SINGH,Indian National Congress,787332,1237,788569,1471322.0,53.6,172914,Result Declared,67.0,male
12,1,135,Himachal Pradesh,Northern Region,1,KANGRA,7,2024-06-01,DR RAJEEV BHARDWAJ,Bharatiya Janata Party,NDA,ANAND SHARMA,Indian National Congress,622482,10311,632793,1036868.0,61.03,251895,Result Declared,62.0,male
12,1,136,Himachal Pradesh,Northern Region,2,MANDI,7,2024-06-01,KANGNA RANAUT,Bharatiya Janata Party,NDA,VIKRAMADITYA SINGH,Indian National Congress,527463,9559,537022,1015810.0,52.87,74755,Result Declared,37.0,female
12,1,137,Himachal Pradesh,Northern Region,3,HAMIRPUR,7,2024-06-01,ANURAG SINGH THAKUR,Bharatiya Janata Party,NDA,SATPAL RAIZADA,Indian National Congress,593055,14013,607068,1047263.0,57.97,182357,Result Declared,50.0,male
12,1,138,Himachal Pradesh,Northern Region,4,SHIMLA,7,2024-06-01,Suresh Kumar Kashyap,Bharatiya Janata Party,NDA,Vinod Sultanpuri,Indian National Congress,513936,5812,519748,969965.0,53.58,91451,Result Declared,53.0,male
13,1,139,Jammu and Kashmir,Northern Region,1,BARAMULLA,5,2024-05-20,ABDUL RASHID SHEIKH,Independent,Others,OMAR ABDULLAH,Jammu & Kashmir National Conference,469574,2907,472481,1033900.0,45.7,204142,Result Declared,58.0,male
13,1,140,Jammu and Kashmir,Northern Region,2,SRINAGAR,4,2024-05-13,AGA SYED RUHULLAH MEHDI,Jammu & Kashmir National Conference,INDIA,WAHEED UR REHMAN PARA,Jammu & Kashmir Peoples Democratic Party,355294,1572,356866,675242.0,52.85,188416,Result Declared,46.0,male
13,1,141,Jammu and Kashmir,Northern Region,3,ANANTNAG-RAJOURI,3,2024-05-07,MIAN ALTAF AHMAD,Jammu & Kashmir National Conference,INDIA,MEHBOOBA MUFTI,Jammu & Kashmir Peoples Democratic Party,517489,4347,521836,1026148.0,50.85,281794,Result Declared,66.0,male
13,1,142,Jammu and Kashmir,Northern Region,4,UDHAMPUR,1,2024-04-19,DR JITENDRA SINGH,Bharatiya Janata Party,NDA,CH LAL SINGH,Indian National Congress,566833,4243,571076,1113727.0,51.28,124373,Result Declared,67.0,male
13,1,143,Jammu and Kashmir,Northern Region,5,JAMMU,2,2024-04-26,JUGAL KISHORE,Bharatiya Janata Party,NDA,RAMAN BHALLA,Indian National Congress,677571,10017,687588,1302176.0,52.8,135498,Result Declared,61.0,male
14,3,144,Jharkhand,Eastern Region,1,Rajmahal,7,2024-06-01,VIJAY KUMAR HANSDAK,Jharkhand Mukti Morcha,INDIA,TALA MARANDI,Bharatiya Janata Party,607293,6078,613371,1218249.0,50.35,178264,Result Declared,41.0,male
14,3,145,Jharkhand,Eastern Region,2,Dumka,7,2024-06-01,NALIN SOREN,Jharkhand Mukti Morcha,INDIA,SITA MURMU,Bharatiya Janata Party,542299,5071,547370,1184132.0,46.23,22527,Result Declared,76.0,male
14,3,146,Jharkhand,Eastern Region,3,Godda,7,2024-06-01,NISHIKANT DUBEY,Bharatiya Janata Party,NDA,PRADEEP YADAV,Indian National Congress,688879,4261,693140,1398204.0,49.57,101813,Result Declared,52.0,male
14,3,147,Jharkhand,Eastern Region,4,Chatra,5,2024-05-20,KALI CHARAN SINGH,Bharatiya Janata Party,NDA,KRISHNA NAND TRIPATHI,Indian National Congress,568912,5644,574556,1086374.0,52.89,220959,Result Declared,62.0,male
14,3,148,Jharkhand,Eastern Region,5,Kodarma,5,2024-05-20,ANNPURNA DEVI,Bharatiya Janata Party,NDA,VINOD KUMAR SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),787185,4472,791657,1369964.0,57.79,377014,Result Declared,55.0,female
14,3,149,Jharkhand,Eastern Region,6,Giridih,6,2024-05-25,CHANDRA PRAKASH CHOUDHARY,AJSU Party,NDA,MATHURA PRASAD MAHATO,Jharkhand Mukti Morcha,447896,3243,451139,1264833.0,35.67,80880,Result Declared,55.0,male
14,3,150,Jharkhand,Eastern Region,7,Dhanbad,6,2024-05-25,DULU MAHATO,Bharatiya Janata Party,NDA,ANUPAMA SINGH,Indian National Congress,782423,6749,789172,1428007.0,55.26,331583,Result Declared,49.0,male
14,3,151,Jharkhand,Eastern Region,8,Ranchi,6,2024-05-25,SANJAY SETH,Bharatiya Janata Party,NDA,YASHASWINI SAHAY,Indian National Congress,658975,5757,664732,1447781.0,45.91,120512,Result Declared,65.0,male
14,3,152,Jharkhand,Eastern Region,9,Jamshedpur,6,2024-05-25,BIDYUT BARAN MAHATO,Bharatiya Janata Party,NDA,SAMIR KUMAR MOHANTY,Jharkhand Mukti Morcha,719891,6283,726174,1277629.0,56.84,259782,Result Declared,61.0,male
14,3,153,Jharkhand,Eastern Region,10,Singhbhum,4,2024-05-13,JOBA MAJHI,Jharkhand Mukti Morcha,INDIA,GEETA KORA,Bharatiya Janata Party,515989,4175,520164,1007597.0,51.62,168402,Result Declared,60.0,female
14,3,154,Jharkhand,Eastern Region,11,Khunti,4,2024-05-13,KALI CHARAN MUNDA,Indian National Congress,INDIA,ARJUN MUNDA,Bharatiya Janata Party,503997,7650,511647,936682.0,54.62,149675,Result Declared,62.0,male
14,3,155,Jharkhand,Eastern Region,12,Lohardaga,4,2024-05-13,SUKHDEO BHAGAT,Indian National Congress,INDIA,SAMIR ORAON,Bharatiya Janata Party,476112,6926,483038,967125.0,49.95,139138,Result Declared,63.0,male
14,3,156,Jharkhand,Eastern Region,13,Palamau,4,2024-05-13,VISHNU DAYAL RAM,Bharatiya Janata Party,NDA,MAMTA BHUIYAN,Rashtriya Janata Dal,762290,8072,770362,1390738.0,55.39,288807,Result Declared,72.0,male
14,3,157,Jharkhand,Eastern Region,14,Hazaribagh,5,2024-05-20,MANISH JAISWAL,Bharatiya Janata Party,NDA,JAI PRAKASH BHAI PATEL,Indian National Congress,647416,7197,654613,1264667.0,51.76,276686,Result Declared,59.0,male
15,5,158,Karnataka,Southern Region,1,Chikkodi,3,2024-05-07,PRIYANKA SATISH JARKIHOLI,Indian National Congress,INDIA,ANNASAHEB SHANKAR JOLLE,Bharatiya Janata Party,710823,2638,713461,1393093.0,51.21,90834,Result Declared,27.0,female
15,5,159,Karnataka,Southern Region,2,Belgaum,3,2024-05-07,JAGADISH SHETTAR,Bharatiya Janata Party,NDA,MRINAL R HEBBALKAR,Indian National Congress,756471,5558,762029,1383889.0,55.06,178437,Result Declared,68.0,male
15,5,160,Karnataka,Southern Region,3,Bagalkot,3,2024-05-07,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,Bharatiya Janata Party,NDA,SAMYUKTA SHIVANAND PATIL,Indian National Congress,667441,3598,671039,1317561.0,50.93,68399,Result Declared,72.0,male
15,5,161,Karnataka,Southern Region,4,Bijapur,3,2024-05-07,RAMESH JIGAJINAGI,Bharatiya Janata Party,NDA,RAJU ALAGUR.,Indian National Congress,669055,3726,672781,1296114.0,51.91,77229,Result Declared,71.0,male
15,5,162,Karnataka,Southern Region,5,Gulbarga,3,2024-05-07,RADHAKRISHNA,Indian National Congress,INDIA,DR. UMESH G JADHAV,Bharatiya Janata Party,650623,1698,652321,1310477.0,49.78,27205,Result Declared,63.0,male
15,5,163,Karnataka,Southern Region,6,Raichur,3,2024-05-07,G. KUMAR NAIK.,Indian National Congress,INDIA,RAJA AMARESHWARA NAIK.,Bharatiya Janata Party,669413,1553,670966,1299619.0,51.63,79781,Result Declared,60.0,male
15,5,164,Karnataka,Southern Region,7,Bidar,3,2024-05-07,SAGAR ESHWAR KHANDRE,Indian National Congress,INDIA,BHAGWANTH KHUBA,Bharatiya Janata Party,665162,1155,666317,1242322.0,53.63,128875,Result Declared,26.0,male
15,5,165,Karnataka,Southern Region,8,Koppal,3,2024-05-07,K. RAJASHEKAR BASAVARAJ HITNAL,Indian National Congress,INDIA,DR . BASAVARAJ. K. SHARANAPPA,Bharatiya Janata Party,661921,1590,663511,1328936.0,49.93,46357,Result Declared,44.0,male
15,5,166,Karnataka,Southern Region,9,Bellary,3,2024-05-07,E. TUKARAM,Indian National Congress,INDIA,B. SREERAMULU,Bharatiya Janata Party,729581,1264,730845,1389914.0,52.58,98992,Result Declared,57.0,male
15,5,167,Karnataka,Southern Region,10,Haveri,3,2024-05-07,BASAVARAJ BOMMAI,Bharatiya Janata Party,NDA,ANANDSWAMY GADDADEVARMATH,Indian National Congress,702189,3349,705538,1395812.0,50.55,43513,Result Declared,64.0,male
15,5,168,Karnataka,Southern Region,11,Dharwad,3,2024-05-07,PRALHAD JOSHI,Bharatiya Janata Party,NDA,VINOD ASOOTI,Indian National Congress,713649,2582,716231,1366491.0,52.41,97324,Result Declared,61.0,male
15,5,169,Karnataka,Southern Region,12,Uttara Kannada,3,2024-05-07,VISHWESHWAR HEGDE KAGERI,Bharatiya Janata Party,NDA,DR. ANJALI NIMBALKAR,Indian National Congress,777887,4608,782495,1262761.0,61.97,337428,Result Declared,63.0,male
15,5,170,Karnataka,Southern Region,13,Davanagere,3,2024-05-07,DR. PRABHA MALLIKARJUN,Indian National Congress,INDIA,GAYITHRI SIDDESHWARA,Bharatiya Janata Party,631453,1606,633059,1320368.0,47.95,26094,Result Declared,48.0,female
15,5,171,Karnataka,Southern Region,14,Shimoga,3,2024-05-07,B.Y.RAGHAVENDRA,Bharatiya Janata Party,NDA,GEETHA SHIVARAJKUMAR,Indian National Congress,775731,2990,778721,1377224.0,56.54,243715,Result Declared,50.0,male
15,5,172,Karnataka,Southern Region,15,Udupi Chikmagalur,2,2024-04-26,KOTA SRINIVAS POOJARY,Bharatiya Janata Party,NDA,K. JAYAPRAKASH HEGDE,Indian National Congress,728219,4015,732234,1229418.0,59.56,259175,Result Declared,64.0,male
15,5,173,Karnataka,Southern Region,16,Hassan,2,2024-04-26,SHREYAS. M. PATEL,Indian National Congress,INDIA,PRAJWAL REVANNA,Janata Dal  (Secular),670274,2714,672988,1355007.0,49.67,42649,Result Declared,32.0,male
15,5,174,Karnataka,Southern Region,17,Dakshina Kannada,2,2024-04-26,CAPTAIN BRIJESH CHOWTA,Bharatiya Janata Party,NDA,PADMARAJ.R.POOJARY,Indian National Congress,760130,4002,764132,1415770.0,53.97,149208,Result Declared,42.0,male
15,5,175,Karnataka,Southern Region,18,Chitradurga,2,2024-04-26,GOVIND MAKTHAPPA KARJOL,Bharatiya Janata Party,NDA,B.N.CHANDRAPPA,Indian National Congress,681217,3673,684890,1366909.0,50.11,48121,Result Declared,73.0,male
15,5,176,Karnataka,Southern Region,19,Tumkur,2,2024-04-26,V. SOMANNA,Bharatiya Janata Party,NDA,S.P. MUDDAHANUMEGOWDA,Indian National Congress,716709,4237,720946,1303451.0,55.31,175594,Result Declared,72.0,male
15,5,177,Karnataka,Southern Region,20,Mandya,2,2024-04-26,H.D. KUMARASWAMY,Janata Dal  (Secular),NDA,VENKATARAMANE GOWDA (STAR CHANDRU),Indian National Congress,847482,4399,851881,1460267.0,58.34,284620,Result Declared,65.0,male
15,5,178,Karnataka,Southern Region,21,Mysore,2,2024-04-26,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Bharatiya Janata Party,NDA,M. LAKSHMANA,Indian National Congress,790391,5112,795503,1484473.0,53.59,139262,Result Declared,32.0,male
15,5,179,Karnataka,Southern Region,22,Chamarajanagar,2,2024-04-26,SUNIL BOSE,Indian National Congress,INDIA,BALARAJ.S,Bharatiya Janata Party,749926,1745,751671,1369797.0,54.87,188706,Result Declared,42.0,male
15,5,180,Karnataka,Southern Region,23,Bangalore Rural,2,2024-04-26,DR C N MANJUNATH,Bharatiya Janata Party,NDA,D K SURESH,Indian National Congress,1075553,3449,1079002,1919540.0,56.21,269647,Result Declared,67.0,male
15,5,181,Karnataka,Southern Region,24,Bangalore North,2,2024-04-26,SHOBHA KARANDLAJE,Bharatiya Janata Party,NDA,PROFESSOR M.V RAJEEV GOWDA,Indian National Congress,982805,3244,986049,1752504.0,56.27,259476,Result Declared,57.0,female
15,5,182,Karnataka,Southern Region,25,Bangalore central,2,2024-04-26,P C MOHAN,Bharatiya Janata Party,NDA,MANSOOR ALI KHAN,Indian National Congress,657236,1679,658915,1316510.0,50.05,32707,Result Declared,60.0,male
15,5,183,Karnataka,Southern Region,26,Bangalore South,2,2024-04-26,TEJASVI SURYA,Bharatiya Janata Party,NDA,SOWMYA REDDY,Indian National Congress,747780,3050,750830,1249342.0,60.1,277083,Result Declared,33.0,male
15,5,184,Karnataka,Southern Region,27,Chikkballapur,2,2024-04-26,DR.K.SUDHAKAR,Bharatiya Janata Party,NDA,M.S. RAKSHA RAMAIAH,Indian National Congress,819588,3031,822619,1530820.0,53.74,163460,Result Declared,50.0,male
15,5,185,Karnataka,Southern Region,28,Kolar,2,2024-04-26,M. MALLESH BABU,Janata Dal  (Secular),NDA,K V GOWTHAM,Indian National Congress,689185,2296,691481,1355228.0,51.02,71388,Result Declared,49.0,male
16,5,186,Kerala,Southern Region,1,Kasaragod,1,2024-04-19,RAJMOHAN UNNITHAN,Indian National Congress,INDIA,M.V BALAKRISHNAN MASTER,Communist Party of India  (Marxist),487637,3022,490659,1112546.0,44.1,100649,Result Declared,70.0,male
16,5,187,Kerala,Southern Region,2,Kannur,1,2024-04-19,K. SUDHAKARAN,Indian National Congress,INDIA,M.V. JAYARAJAN,Communist Party of India  (Marxist),512266,6258,518524,1063855.0,48.74,108982,Result Declared,75.0,male
16,5,188,Kerala,Southern Region,3,Vadakara,1,2024-04-19,SHAFI PARAMBIL,Indian National Congress,INDIA,K K SHAILAJA TEACHER,Communist Party of India  (Marxist),552490,5038,557528,1122947.0,49.65,114506,Result Declared,41.0,male
16,5,189,Kerala,Southern Region,4,Wayanad,1,2024-04-19,RAHUL GANDHI,Indian National Congress,INDIA,ANNIE RAJA,Communist Party of India,642299,5146,647445,1084653.0,59.69,364422,Result Declared,53.0,male
16,5,190,Kerala,Southern Region,5,Kozhikode,1,2024-04-19,M. K. RAGHAVAN,Indian National Congress,INDIA,ELAMARAM KAREEM,Communist Party of India  (Marxist),515608,4813,520421,1090050.0,47.74,146176,Result Declared,71.0,male
16,5,191,Kerala,Southern Region,6,Malappuram,1,2024-04-19,E.T.  MOHAMMED BASHEER,Indian Union Muslim League,INDIA,V. VASEEF,Communist Party of India  (Marxist),640269,3737,644006,1085182.0,59.35,300118,Result Declared,77.0,male
16,5,192,Kerala,Southern Region,7,Ponnani,1,2024-04-19,DR. M.P ABDUSSAMAD SAMADANI,Indian Union Muslim League,INDIA,K.S HAMZA,Communist Party of India  (Marxist),559570,2946,562516,1026296.0,54.81,235760,Result Declared,65.0,male
16,5,193,Kerala,Southern Region,8,Palakkad,1,2024-04-19,V K SREEKANDAN,Indian National Congress,INDIA,A VIJAYARAGHAVAN,Communist Party of India  (Marxist),418072,3097,421169,1035836.0,40.66,75283,Result Declared,54.0,male
16,5,194,Kerala,Southern Region,9,Alathur,1,2024-04-19,K.RADHAKRISHNAN,Communist Party of India  (Marxist),INDIA,RAMYA HARIDAS,Indian National Congress,398818,4629,403447,992268.0,40.66,20111,Result Declared,60.0,male
16,5,195,Kerala,Southern Region,10,Thrissur,1,2024-04-19,SURESH GOPI,Bharatiya Janata Party,NDA,ADV V S SUNILKUMAR,Communist Party of India,409302,3036,412338,1090876.0,37.8,74686,Result Declared,65.0,male
16,5,196,Kerala,Southern Region,11,Chalakudy,1,2024-04-19,BENNY BEHANAN,Indian National Congress,INDIA,PROF C RAVEENDRANATH,Communist Party of India  (Marxist),390216,3955,394171,951287.0,41.44,63754,Result Declared,71.0,male
16,5,197,Kerala,Southern Region,12,Ernakulam,1,2024-04-19,HIBI EDEN,Indian National Congress,INDIA,K. J. SHINE TEACHER,Communist Party of India  (Marxist),478989,3328,482317,910502.0,52.97,250385,Result Declared,40.0,male
16,5,198,Kerala,Southern Region,13,Idukki,1,2024-04-19,ADV. DEAN KURIAKOSE,Indian National Congress,INDIA,ADV. JOICE GEORGE,Communist Party of India  (Marxist),427129,5243,432372,840657.0,51.43,133727,Result Declared,42.0,male
16,5,199,Kerala,Southern Region,14,Kottayam,1,2024-04-19,ADV K FRANCIS GEORGE,Kerala Congress,INDIA,THOMAS CHAZHIKADAN,Kerala Congress  (M),358369,6262,364631,836223.0,43.6,87266,Result Declared,68.0,male
16,5,200,Kerala,Southern Region,15,Alappuzha,1,2024-04-19,K. C VENUGOPAL,Indian National Congress,INDIA,A. M ARIFF,Communist Party of India  (Marxist),398246,6314,404560,1058703.0,38.21,63513,Result Declared,61.0,male
16,5,201,Kerala,Southern Region,16,Mavelikkara,1,2024-04-19,KODIKUNNIL SURESH,Indian National Congress,INDIA,ADV ARUN KUMAR C A,Communist Party of India,362209,7307,369516,894971.0,41.29,10868,Result Declared,60.0,male
16,5,202,Kerala,Southern Region,17,Pathanamthitta,1,2024-04-19,ANTO ANTONY,Indian National Congress,INDIA,DR.T.M.THOMAS ISSAC,Communist Party of India  (Marxist),360957,6666,367623,919569.0,39.98,66119,Result Declared,67.0,male
16,5,203,Kerala,Southern Region,18,Kollam,1,2024-04-19,N K PREMACHANDRAN,Revolutionary Socialist Party,INDIA,M MUKESH,Communist Party of India  (Marxist),437516,6112,443628,915691.0,48.45,150302,Result Declared,63.0,male
16,5,204,Kerala,Southern Region,19,Attingal,1,2024-04-19,ADV ADOOR PRAKASH,Indian National Congress,INDIA,V JOY,Communist Party of India  (Marxist),323273,4778,328051,985341.0,33.29,684,Result Declared,68.0,male
16,5,205,Kerala,Southern Region,20,Thiruvananthapuram,1,2024-04-19,SHASHI THAROOR,Indian National Congress,INDIA,RAJEEV CHANDRASEKHAR,Bharatiya Janata Party,353679,4476,358155,962983.0,37.19,16077,Result Declared,68.0,male
17,1,206,Ladakh,Northern Region,1,Ladakh,5,2024-05-20,MOHMAD HANEEFA,Independent,Others,TSERING NAMGYAL,Indian National Congress,64443,816,65259,135524.0,48.15,27862,Result Declared,55.0,male
18,5,207,Lakshadweep,Southern Region,1,Lakshadweep,1,2024-04-19,MUHAMMED HAMDULLAH SAYEED,Indian National Congress,INDIA,MOHAMMED FAIZAL PP,Nationalist Congress Party – Sharadchandra Pawar,25405,321,25726,49200.0,52.29,2647,Result Declared,41.0,male
19,2,208,Madhya Pradesh,Central Region,1,MORENA,3,2024-05-07,SHIVMANGAL SINGH TOMAR,Bharatiya Janata Party,NDA,NEETU SATYAPAL SINGH SIKARWAR,Indian National Congress,513136,2341,515477,1187331.0,43.41,52530,Result Declared,64.0,male
19,2,209,Madhya Pradesh,Central Region,2,BHIND,3,2024-05-07,SANDHYA RAY,Bharatiya Janata Party,NDA,PHOOL SINGH BARAIYA,Indian National Congress,533462,3603,537065,1049007.0,51.2,64840,Result Declared,50.0,female
19,2,210,Madhya Pradesh,Central Region,3,GWALIOR,3,2024-05-07,BHARAT SINGH KUSHWAH,Bharatiya Janata Party,NDA,PRAVEEN PATHAK,Indian National Congress,668782,2753,671535,1343229.0,49.99,70210,Result Declared,53.0,male
19,2,211,Madhya Pradesh,Central Region,4,GUNA,3,2024-05-07,JYOTIRADITYA M. SCINDIA,Bharatiya Janata Party,NDA,YADVENDRA RAO DESHRAJ SINGH,Indian National Congress,919744,3558,923302,1373766.0,67.21,540929,Result Declared,53.0,male
19,2,212,Madhya Pradesh,Central Region,5,SAGAR,3,2024-05-07,DR. LATA WANKHEDE,Bharatiya Janata Party,NDA,CHANDRA BHUSAN SINGH BUNDELA 'GUDDU RAJA',Indian National Congress,786160,1819,787979,1150549.0,68.49,471222,Result Declared,54.0,female
19,2,213,Madhya Pradesh,Central Region,6,TIKAMGARH,2,2024-04-26,DR. VIRENDRA KUMAR,Bharatiya Janata Party,NDA,KHUMAN URF PANKAJ AHIRWAR,Indian National Congress,713781,1269,715050,1098390.0,65.1,403312,Result Declared,70.0,male
